zip_code_prefix,latitude,longitude,city,state
4107,-23.5795181,-46.6346765,sao paulo,SP
4160,-23.6235816,-46.6105601,sao paulo,SP
4105,-23.5744289,-46.6322552,sao paulo,SP
4170,-23.6373705,-46.6117515,sao paulo,SP
4193,-23.6479206,-46.6084536,são paulo,SP
4173,-23.6375023,-46.6102294,sao paulo,SP
4167,-23.6353625,-46.6187147,sao paulo,SP
4133,-23.6305869,-46.6178492,sao paulo,SP
4118,-23.5948923,-46.6292268,sao paulo,SP
4147,-23.6212280,-46.6314871,são paulo,SP
4184,-23.6482226,-46.5986855,sao paulo,SP
4139,-23.6065406,-46.6328543,sao paulo,SP
4180,-23.6369782,-46.5973442,sao paulo,SP
4158,-23.6244282,-46.6159961,sao paulo,SP
4103,-23.5743742,-46.6341759,sao paulo,SP
4174,-23.6345755,-46.6083044,são paulo,SP
4169,-23.6579361,-46.6159815,sao paulo,SP
4183,-23.6417682,-46.5962299,são paulo,SP
4151,-23.6201896,-46.6254114,sao paulo,SP
4168,-23.6355963,-46.6181767,sao paulo,SP
4213,-23.5931220,-46.6071726,sao paulo,SP
4251,-23.6267185,-46.5974899,sao paulo,SP
4250,-23.6195945,-46.6000332,sao paulo,SP
4205,-23.5804600,-46.6059300,são paulo,SP
4225,-23.6024478,-46.5888200,sao paulo,SP
4260,-23.5805514,-46.6131082,são paulo,SP
4256,-23.6314384,-46.5867845,sao paulo,SP
4247,-23.6136443,-46.6007908,sao paulo,SP
4235,-23.6040864,-46.5949826,sao paulo,SP
4214,-23.6009841,-46.5988198,sao paulo,SP
4210,-23.5846724,-46.6063692,são paulo,SP
4244,-23.6263724,-46.5912226,sao paulo,SP
4218,-23.6016326,-46.5954497,sao paulo,SP
4201,-23.5747246,-46.6059023,sao paulo,SP
4243,-23.6262690,-46.5865345,sao paulo,SP
4240,-23.6206648,-46.5886817,sao paulo,SP
4252,-23.6167126,-46.5978502,sao paulo,SP
4220,-23.5996318,-46.5854467,são paulo,SP
4272,-23.6091316,-46.6125875,sao paulo,SP
4297,-23.6313960,-46.6045184,sao paulo,SP
4277,-23.6002794,-46.6110202,sao paulo,SP
4273,-23.6120527,-46.6078347,sao paulo,SP
4222,-23.6022198,-46.5861339,sao paulo,SP
4253,-23.6130693,-46.5972301,sao paulo,SP
4286,-23.6062367,-46.6001103,sao paulo,SP
4249,-23.6171714,-46.6012121,sao paulo,SP
4284,-23.6100350,-46.6007257,sao paulo,SP
4209,-23.5818429,-46.6011798,sao paulo,SP
4293,-23.6212982,-46.6170766,sao paulo,SP
4269,-23.5948286,-46.6123102,sao paulo,SP
4207,-23.5835802,-46.6032436,sao paulo,SP
4288,-23.6101087,-46.6122426,sao paulo,SP
4257,-23.6341564,-46.5940133,sao paulo,SP
4202,-23.5768166,-46.6042645,sao paulo,SP
4276,-23.6040900,-46.6137232,são paulo,SP
4221,-23.5927235,-46.5951698,sao paulo,SP
4262,-23.5933571,-46.6101879,sao paulo,SP
4204,-23.5822625,-46.6058514,sao paulo,SP
4241,-23.6219565,-46.5895006,sao paulo,SP
4217,-23.5992544,-46.6026003,sao paulo,SP
4206,-23.5724666,-46.6055801,sao paulo,SP
4231,-23.6050530,-46.5967030,sao paulo,SP
4278,-23.6021046,-46.6086066,sao paulo,SP
4264,-23.5857766,-46.6123423,sao paulo,SP
4285,-23.6109653,-46.6024811,sao paulo,SP
4258,-23.6365868,-46.5904105,sao paulo,SP
4279,-23.5995066,-46.6060157,sao paulo,SP
4281,-23.6044642,-46.6090577,sao paulo,SP
4211,-23.5963409,-46.6074722,sao paulo,SP
4274,-23.5888971,-46.6146698,sao paulo,SP
4261,-23.5814327,-46.6117204,sao paulo,SP
4292,-23.6136128,-46.6093540,sao paulo,SP
4294,-23.6242170,-46.6044025,são paulo,SP
4275,-23.5937556,-46.6171346,sao paulo,SP
4236,-23.6093436,-46.5910995,sao paulo,SP
4203,-23.5850605,-46.6076307,sao paulo,SP
4255,-23.6235877,-46.5915060,sao paulo,SP
4296,-23.6218522,-46.6036483,sao paulo,SP
4216,-23.5972655,-46.6055721,são paulo,SP
4267,-23.5995182,-46.6107242,sao paulo,SP
4230,-23.6018437,-46.6002344,sao paulo,SP
4291,-23.6182945,-46.6129406,sao paulo,SP
4295,-23.6207478,-46.6052363,sao paulo,SP
4282,-23.6088415,-46.6098422,sao paulo,SP
4270,-23.5910850,-46.6132628,sao paulo,SP
4223,-23.5997895,-46.5896342,sao paulo,SP
4268,-23.5949639,-46.6088137,sao paulo,SP
4208,-23.5846146,-46.6019321,são paulo,SP
4265,-23.5866735,-46.6124232,são paulo,SP
4242,-23.6248181,-46.5869714,são paulo,SP
4263,-23.5806213,-46.6106214,sao paulo,SP
4289,-23.6079352,-46.6155877,sao paulo,SP
4248,-23.6141179,-46.6003480,sao paulo,SP
4280,-23.6058804,-46.6066895,sao paulo,SP
4271,-23.5883420,-46.6135455,sao paulo,SP
4215,-23.5957343,-46.5983951,são paulo,SP
4290,-23.6141523,-46.6165639,sao paulo,SP
4283,-23.6132691,-46.6052923,sao paulo,SP
4232,-23.6156949,-46.5934712,sao paulo,SP
4246,-23.6142689,-46.6010390,sao paulo,SP
4212,-23.5904926,-46.6045037,sao paulo,SP
4224,-23.5986098,-46.5957876,sao paulo,SP
4298,-23.6252724,-46.6004814,sao paulo,SP
4254,-23.6205090,-46.5923059,sao paulo,SP
4266,-23.5916944,-46.6082394,sao paulo,SP
4233,-23.6007560,-46.5964839,sao paulo,SP
4287,-23.6088878,-46.6062124,sao paulo,SP
4229,-23.6062966,-46.5929835,sao paulo,SP
4239,-23.6232942,-46.5830188,sao paulo,SP
4377,-23.6518405,-46.6498931,sao paulo,SP
4369,-23.6541889,-46.6622343,são paulo,SP
4372,-23.6502285,-46.6569885,sao paulo,SP
4324,-23.6536528,-46.6363575,são paulo,SP
4344,-23.6363788,-46.6446000,sao paulo,SP
4311,-23.6364290,-46.6409210,sao paulo,SP
4328,-23.6644390,-46.6352201,sao paulo,SP
4346,-23.6403652,-46.6521221,sao paulo,SP
4350,-23.6432029,-46.6538548,sao paulo,SP
4348,-23.6460149,-46.6502719,sao paulo,SP
4307,-23.6278942,-46.6424149,sao paulo,SP
4356,-23.6360977,-46.6598673,sao paulo,SP
4379,-23.6558114,-46.6584342,sao paulo,SP
4370,-23.6507841,-46.6611682,sao paulo,SP
4363,-23.6468459,-46.6660547,sao paulo,SP
4366,-23.6835492,-46.6343440,sao paulo,SP
4306,-23.6297780,-46.6402169,sao paulo,SP
4302,-23.6214263,-46.6373723,sao paulo,SP
4337,-23.6642198,-46.6470105,sao paulo,SP
4305,-23.6270650,-46.6321800,sao paulo,SP
4332,-23.6606343,-46.6491821,sao paulo,SP
4362,-23.6464532,-46.6699583,sao paulo,SP
4343,-23.6363344,-46.6488512,sao paulo,SP
4364,-23.6517601,-46.6705625,sao paulo,SP
4340,-23.6682467,-46.6437022,sao paulo,SP
4358,-23.6391734,-46.6550734,sao paulo,SP
4321,-23.6451828,-46.6427585,sao paulo,SP
4323,-23.6529639,-46.6406215,sao paulo,SP
4327,-23.6631379,-46.6326393,sao paulo,SP
4317,-23.6387423,-46.6318025,são paulo,SP
4360,-23.6433358,-46.6631554,sao paulo,SP
4361,-23.6442788,-46.6630485,sao paulo,SP
4304,-23.6261014,-46.6319622,sao paulo,SP
4331,-23.6541070,-46.6502734,sao paulo,SP
4342,-23.6360217,-46.6506869,são paulo,SP
4357,-23.6362422,-46.6538721,sao paulo,SP
4326,-23.6550028,-46.6358898,sao paulo,SP
4339,-23.6695116,-46.6404731,sao paulo,SP
4359,-23.6408087,-46.6551330,sao paulo,SP
4313,-23.6358038,-46.6380324,sao paulo,SP
4387,-23.6655669,-46.6512619,sao paulo,SP
4367,-23.6525028,-46.6680954,são paulo,SP
4347,-23.6450270,-46.6462269,sao paulo,SP
4303,-23.6255073,-46.6379474,sao paulo,SP
4310,-23.6315599,-46.6425835,sao paulo,SP
4383,-23.6590693,-46.6611704,sao paulo,SP
4330,-23.6521090,-46.6472734,são paulo,SP
4325,-23.6618258,-46.6377411,sao paulo,SP
4374,-23.6507541,-46.6550201,sao paulo,SP
4349,-23.6475099,-46.6419055,são paulo,SP
4365,-23.6664364,-46.6555473,sao paulo,SP
4334,-23.6600077,-46.6394424,são paulo,SP
4309,-23.6519937,-46.6374737,são paulo,SP
4301,-23.5292808,-46.7170518,sao paulo,SP
4385,-23.6643970,-46.6586981,são paulo,SP
4384,-23.6614986,-46.6602765,sao paulo,SP
4382,-23.6539336,-46.6638058,sao paulo,SP
4355,-23.6324715,-46.6585691,são paulo,SP
4368,-23.6521852,-46.6654910,sao paulo,SP
4316,-23.6385291,-46.6345041,são paulo,SP
4376,-23.6511909,-46.6581435,sao paulo,SP
4312,-23.6307281,-46.6277540,sao paulo,SP
4320,-23.6479898,-46.6379808,sao paulo,SP
4319,-23.6474298,-46.6369544,sao paulo,SP
4381,-23.6533954,-46.6687038,sao paulo,SP
4373,-23.6555081,-46.6602240,são paulo,SP
4386,-23.6618778,-46.6570756,sao paulo,SP
4378,-23.6462463,-46.6634987,sao paulo,SP
4314,-23.6350907,-46.6363537,sao paulo,SP
4371,-23.6470357,-46.6574574,sao paulo,SP
4345,-23.6368044,-46.6424012,sao paulo,SP
4318,-23.6456734,-46.6346057,são paulo,SP
4351,-23.6436253,-46.6561224,são paulo,SP
4375,-23.6562574,-46.6584006,são paulo,SP
4336,-23.6681838,-46.6459594,sao paulo,SP
4335,-23.6597042,-46.6424743,sao paulo,SP
4338,-23.6688532,-46.6487743,sao paulo,SP
4315,-23.6370870,-46.6292976,são paulo,SP
4308,-23.6512283,-46.6397318,sao paulo,SP
4333,-23.6600850,-46.6442111,sao paulo,SP
4458,-23.6912552,-46.6760876,sao paulo,SP
4470,-23.7116708,-46.6517813,sao paulo,SP
4410,-23.6780383,-46.6488621,sao paulo,SP
4474,-23.5309221,-46.5556431,sao paulo,SP
4438,-23.6777411,-46.6686466,sao paulo,SP
4429,-23.6775243,-46.6641388,são paulo,SP
4424,-23.6872923,-46.6417415,sao paulo,SP
4414,-23.4896839,-46.6517884,sao paulo,SP
4473,-23.7034605,-46.6498453,são paulo,SP
4476,-23.7130525,-46.6199157,sao paulo,SP
4434,-23.6847517,-46.6687407,sao paulo,SP
4405,-23.6736349,-46.6559916,sao paulo,SP
4412,-23.6769468,-46.6463250,sao paulo,SP
4403,-23.6678439,-46.6603897,sao paulo,SP
4401,-23.6707066,-46.6610876,sao paulo,SP
4468,-23.6925700,-46.6654157,sao paulo,SP
4469,-23.6932445,-46.6677811,sao paulo,SP
4411,-23.6773814,-46.6459754,sao paulo,SP
4431,-23.6887964,-46.6540629,são paulo,SP
4409,-23.6755616,-46.6536410,sao paulo,SP
4447,-23.6923032,-46.6777812,sao paulo,SP
4425,-23.6845114,-46.6437029,sao paulo,SP
4428,-23.6847527,-46.6488608,sao paulo,SP
4456,-23.6832640,-46.6797998,sao paulo,SP
4459,-23.6924085,-46.6711531,sao paulo,SP
4421,-23.6928580,-46.6396413,sao paulo,SP
4415,-23.6745884,-46.6383015,sao paulo,SP
4430,-23.6901648,-46.6463545,sao paulo,SP
4475,-23.7040276,-46.6343208,sao paulo,SP
4444,-23.6880110,-46.6886102,sao paulo,SP
4463,-23.6944984,-46.6609241,sao paulo,SP
4407,-23.6722297,-46.6508727,sao paulo,SP
4427,-23.6815282,-46.6521977,sao paulo,SP
4437,-23.6696502,-46.6772006,sao paulo,SP
4462,-23.6949435,-46.6662617,sao paulo,SP
4455,-23.6789858,-46.6789855,sao paulo,SP
4416,-23.6754816,-46.6383682,sao paulo,SP
4467,-23.6934639,-46.6453659,sao paulo,SP
4460,-23.6906028,-46.6750964,sao paulo,SP
4432,-23.6821314,-46.6650480,sao paulo,SP
4445,-23.6808010,-46.6840241,sao paulo,SP
4433,-23.6872686,-46.6594264,sao paulo,SP
4402,-23.6668371,-46.6643724,sao paulo,SP
4472,-23.6973906,-46.6397434,sao paulo,SP
4446,-23.6864192,-46.6857573,sao paulo,SP
4404,-23.6719077,-46.6587393,sao paulo,SP
4466,-23.6884636,-46.6637193,são paulo,SP
4457,-23.6899058,-46.6735220,são paulo,SP
4426,-23.6849657,-46.6458375,sao paulo,SP
4436,-23.6706255,-46.6730141,sao paulo,SP
4417,-23.6804751,-46.6329286,sao paulo,SP
4461,-23.6928957,-46.6802105,sao paulo,SP
4406,-23.6690472,-46.6554980,sao paulo,SP
4408,-23.6750736,-46.6499841,sao paulo,SP
4423,-23.6865709,-46.6336156,sao paulo,SP
4413,-23.6709291,-46.6350085,sao paulo,SP
4419,-23.6818940,-46.6440744,sao paulo,SP
4464,-23.6991395,-46.6576434,são paulo,SP
4477,-23.7138891,-46.6372261,sao paulo,SP
4439,-23.6776749,-46.6674640,sao paulo,SP
4479,-23.6602343,-46.7203902,sao paulo,SP
4448,-23.7508981,-46.7045760,sao paulo,SP
4547,-23.5935090,-46.6916049,sao paulo,SP
4550,-23.6040021,-46.6782328,sao paulo,SP
4523,-23.6049799,-46.6671598,sao paulo,SP
4524,-23.5996347,-46.6603591,sao paulo,SP
4548,-23.5989955,-46.6835807,sao paulo,SP
4560,-23.6124096,-46.6789062,sao paulo,SP
4571,-23.6120239,-46.6954720,sao paulo,SP
4549,-23.6038740,-46.6771478,sao paulo,SP
4533,-23.5835074,-46.6773211,sao paulo,SP
4532,-23.5859061,-46.6751751,sao paulo,SP
4552,-23.5944876,-46.6797884,sao paulo,SP
4502,-23.5834990,-46.6637102,são paulo,SP
4522,-23.5980602,-46.6643097,sao paulo,SP
4516,-23.6066317,-46.6680655,sao paulo,SP
4578,-23.6061584,-46.6970388,são paulo,SP
4515,-23.6026337,-46.6661860,são paulo,SP
4565,-23.6168738,-46.6817889,são paulo,SP
4563,-23.6077437,-46.6886731,são paulo,SP
4543,-23.5912015,-46.6878189,sao paulo,SP
4503,-23.5838281,-46.6649768,sao paulo,SP
4505,-23.5885206,-46.6718625,sao paulo,SP
4542,-23.5888983,-46.6831288,sao paulo,SP
4538,-23.5870274,-46.6805399,sao paulo,SP
4559,-23.6140880,-46.6809326,são paulo,SP
4531,-23.5804897,-46.6733144,sao paulo,SP
4562,-23.6119932,-46.6828588,sao paulo,SP
4520,-23.6046414,-46.6715707,são paulo,SP
4581,-23.6163703,-46.6913469,sao paulo,SP
4511,-23.5955413,-46.6684166,sao paulo,SP
4575,-23.6082433,-46.6928377,são paulo,SP
4551,-23.5955556,-46.6905538,sao paulo,SP
4514,-23.6015816,-46.6716600,são paulo,SP
4545,-23.5951563,-46.6761703,sao paulo,SP
4544,-23.5915931,-46.6769251,sao paulo,SP
4537,-23.5944994,-46.6777206,sao paulo,SP
4521,-23.8778595,-46.6590510,sao paulo,SP
4517,-23.6082270,-46.6696395,sao paulo,SP
4569,-23.6022826,-46.6932277,são paulo,SP
4504,-23.5829670,-46.6666989,sao paulo,SP
4546,-23.5978503,-46.6812727,sao paulo,SP
4530,-23.5796243,-46.6739898,sao paulo,SP
4506,-23.5863919,-46.6713079,sao paulo,SP
4564,-23.6158179,-46.6813362,são paulo,SP
4509,-23.5907742,-46.6710019,sao paulo,SP
4535,-23.5920374,-46.6744090,sao paulo,SP
4510,-23.5940433,-46.6718246,sao paulo,SP
4508,-23.5913916,-46.6665620,sao paulo,SP
4558,-23.6004869,-46.6846315,sao paulo,SP
4536,-23.5813936,-46.6810811,sao paulo,SP
4513,-23.5974866,-46.6664890,são paulo,SP
4561,-23.6119462,-46.6812108,sao paulo,SP
4556,-23.6114878,-46.6777143,sao paulo,SP
4568,-23.6137080,-46.6907806,são paulo,SP
4566,-23.6093078,-46.6818892,sao paulo,SP
4576,-23.6116430,-46.6932385,sao paulo,SP
4512,-23.6001787,-46.6696574,são paulo,SP
4583,-23.6153565,-46.6966903,são paulo,SP
4534,-23.5845474,-46.6745615,sao paulo,SP
4580,-23.6174034,-46.6878771,sao paulo,SP
4557,-23.6047553,-46.6818486,sao paulo,SP
4555,-23.6116405,-46.6775195,sao paulo,SP
4567,-23.6142493,-46.6884411,sao paulo,SP
4518,-23.6060394,-46.6779515,sao paulo,SP
4501,-23.5853921,-46.6637444,sao paulo,SP
4570,-23.5999299,-46.6879697,sao paulo,SP
4507,-23.5870191,-46.6671576,sao paulo,SP
4582,-23.6218413,-46.6870370,são paulo,SP
4553,-23.6082975,-46.6774087,sao paulo,SP
4657,-23.6670417,-46.6749603,sao paulo,SP
4651,-23.6593032,-46.6704434,sao paulo,SP
4632,-23.6312743,-46.6681387,sao paulo,SP
4607,-23.6190646,-46.6722886,sao paulo,SP
4661,-23.6861502,-46.6934584,são paulo,SP
4671,-23.6562779,-46.6914745,sao paulo,SP
4622,-23.6247920,-46.6850881,são paulo,SP
4606,-23.6221166,-46.6765488,são paulo,SP
4620,-23.6236654,-46.6819090,sao paulo,SP
4625,-23.6280889,-46.6647397,sao paulo,SP
4633,-23.6350093,-46.6652237,são paulo,SP
4672,-23.6611514,-46.7005572,sao paulo,SP
4679,-23.6750102,-46.6795388,sao paulo,SP
4601,-23.6155313,-46.6780823,sao paulo,SP
4662,-23.6543023,-46.6906561,sao paulo,SP
4693,-23.6801782,-46.6919102,sao paulo,SP
4675,-23.6664254,-46.6944500,sao paulo,SP
4617,-23.6275680,-46.6630809,sao paulo,SP
4646,-23.6422800,-46.6764472,sao paulo,SP
4618,-23.6195010,-46.6768125,sao paulo,SP
4624,-23.6300399,-46.6709533,sao paulo,SP
4626,-23.6454053,-46.6735438,sao paulo,SP
4686,-23.6642819,-46.6910810,sao paulo,SP
4602,-23.6159417,-46.6753801,sao paulo,SP
4689,-23.6718103,-46.6929581,sao paulo,SP
4615,-23.6200327,-46.6709244,sao paulo,SP
4673,-23.6644712,-46.6967222,sao paulo,SP
4653,-23.6622959,-46.6744215,sao paulo,SP
4634,-23.6391831,-46.6657987,sao paulo,SP
4696,-23.6689716,-46.7025116,sao paulo,SP
4611,-23.6297866,-46.6761330,sao paulo,SP
4605,-23.6197441,-46.6758726,sao paulo,SP
4608,-23.6248810,-46.6754098,sao paulo,SP
4612,-23.6193416,-46.6636106,sao paulo,SP
4623,-23.6398084,-46.6759674,sao paulo,SP
4650,-23.6598452,-46.6778823,sao paulo,SP
4674,-23.6642555,-46.6885791,sao paulo,SP
4652,-23.6610229,-46.6642697,sao paulo,SP
4658,-23.6669234,-46.6719719,são paulo,SP
4638,-23.6324404,-46.6833745,sao paulo,SP
4621,-23.6233321,-46.6845436,sao paulo,SP
4610,-23.6277819,-46.6734482,sao paulo,SP
4660,-23.6760545,-46.6793258,sao paulo,SP
4642,-23.6405853,-46.6873853,são paulo,SP
4649,-23.5628857,-46.5555075,são paulo,SP
4609,-23.6280338,-46.6774814,sao paulo,SP
4678,-23.6655322,-46.6794010,sao paulo,SP
4630,-23.6346763,-46.6630778,sao paulo,SP
4655,-23.6626199,-46.6722910,sao paulo,SP
4676,-23.6674259,-46.6856745,são paulo,SP
4647,-23.6438228,-46.6748665,sao paulo,SP
4619,-23.6276387,-46.6727439,sao paulo,SP
4677,-23.6657808,-46.6821276,sao paulo,SP
4663,-23.6522434,-46.6856135,são paulo,SP
4691,-23.6750999,-46.6923267,sao paulo,SP
4635,-23.6409015,-46.6702105,sao paulo,SP
4613,-23.6212296,-46.6656641,são paulo,SP
4603,-23.6383526,-46.6951346,são paulo,SP
4654,-23.6605249,-46.6755941,sao paulo,SP
4641,-23.6379238,-46.6855170,são paulo,SP
4685,-23.6731527,-46.6866832,sao paulo,SP
4664,-23.6571089,-46.6829292,sao paulo,SP
4648,-23.6532235,-46.6750086,sao paulo,SP
4614,-23.6167395,-46.6733978,sao paulo,SP
4627,-23.6481084,-46.6758131,sao paulo,SP
4631,-23.6328922,-46.6611304,são paulo,SP
4616,-23.6222745,-46.6699284,sao paulo,SP
4637,-23.6274328,-46.6838216,são paulo,SP
4640,-23.6335084,-46.6825835,são paulo,SP
4604,-23.6187212,-46.6762497,sao paulo,SP
4645,-23.6519194,-46.6811082,sao paulo,SP
4644,-23.6456187,-46.6872884,sao paulo,SP
4688,-23.6668673,-46.6922722,são paulo,SP
4643,-23.6481709,-46.6851976,sao paulo,SP
4636,-23.6354575,-46.6782073,sao paulo,SP
4639,-23.6383193,-46.6819489,sao paulo,SP
4690,-23.6737480,-46.6944005,sao paulo,SP
4692,-23.6744618,-46.6868196,sao paulo,SP
4764,-23.6735128,-46.7141240,sao paulo,SP
4709,-23.6304947,-46.6917687,são paulo,SP
4751,-23.6488822,-46.7080544,sao paulo,SP
4711,-23.6279171,-46.7029184,são paulo,SP
4719,-23.6330151,-46.7061050,sao paulo,SP
4754,-23.6538335,-46.7203517,sao paulo,SP
4794,-23.6633621,-46.6820481,sao paulo,SP
4707,-23.6263588,-46.6932143,sao paulo,SP
4741,-23.6548630,-46.6997529,sao paulo,SP
4784,-23.6914155,-46.7126616,sao paulo,SP
4763,-23.6690047,-46.7180246,sao paulo,SP
4704,-23.6224788,-46.6898112,sao paulo,SP
4776,-23.6893004,-46.7006581,sao paulo,SP
4737,-23.6457585,-46.6963190,sao paulo,SP
4752,-23.6539952,-46.7134969,sao paulo,SP
4734,-23.6466688,-46.7017021,sao paulo,SP
4730,-23.6417160,-46.7201898,sao paulo,SP
4727,-23.6450723,-46.7128766,sao paulo,SP
4773,-23.6815425,-46.7078058,sao paulo,SP
4703,-23.6200714,-46.6934651,são paulo,SP
4747,-23.6575944,-46.6989063,sao paulo,SP
4708,-23.6288027,-46.6912374,são paulo,SP
4716,-23.6353912,-46.6968358,são paulo,SP
4787,-23.6980096,-46.7083698,são paulo,SP
4714,-23.6317590,-46.6996755,são paulo,SP
4766,-23.6739719,-46.7091565,sao paulo,SP
4743,-23.6525770,-46.7054740,sao paulo,SP
4755,-23.6475352,-46.7145728,sao paulo,SP
4750,-23.6442895,-46.7014575,sao paulo,SP
4718,-23.6322336,-46.7056466,sao paulo,SP
4781,-23.6908149,-46.7064251,sao paulo,SP
4742,-23.6504193,-46.6984038,são paulo,SP
4726,-23.6358079,-46.7120983,sao paulo,SP
4757,-23.6508735,-46.7184112,sao paulo,SP
4745,-23.6578627,-46.7040518,sao paulo,SP
4705,-23.6211267,-46.6954119,sao paulo,SP
4756,-23.6466648,-46.7203833,são paulo,SP
4724,-23.6460058,-46.7061517,sao paulo,SP
4767,-23.6794315,-46.7059608,sao paulo,SP
4728,-23.6400778,-46.7150561,sao paulo,SP
4715,-23.6343720,-46.6970597,são paulo,SP
4717,-23.6279710,-46.7109588,sao paulo,SP
4739,-23.6444528,-46.7000752,sao paulo,SP
4788,-23.7030820,-46.7099466,sao paulo,SP
4775,-23.6815976,-46.7029615,sao paulo,SP
4774,-23.6858953,-46.7059380,sao paulo,SP
4713,-23.6262875,-46.7072677,são paulo,SP
4738,-23.6406187,-46.6965657,sao paulo,SP
4771,-23.6806087,-46.7114101,sao paulo,SP
4735,-23.6502392,-46.7026082,sao paulo,SP
4702,-23.6357036,-46.6953643,sao paulo,SP
4729,-23.6376212,-46.7190618,são paulo,SP
4753,-23.6567705,-46.7134047,sao paulo,SP
4785,-23.6943594,-46.7095809,sao paulo,SP
4795,-23.6818172,-46.6935876,sao paulo,SP
4746,-23.6607298,-46.7077965,sao paulo,SP
4710,-23.6252557,-46.6967411,sao paulo,SP
4782,-23.6939860,-46.7018832,sao paulo,SP
4770,-23.6832096,-46.7147610,são paulo,SP
4777,-23.6940731,-46.6962821,sao paulo,SP
4772,-23.6850120,-46.7146215,sao paulo,SP
4720,-23.6356455,-46.7058133,são paulo,SP
4736,-23.6466948,-46.6986135,sao paulo,SP
4762,-23.6632848,-46.7212299,sao paulo,SP
4768,-23.6721764,-46.7123530,são paulo,SP
4722,-23.6394373,-46.7045471,sao paulo,SP
4748,-23.6510695,-46.6897012,são paulo,SP
4765,-23.6733038,-46.7128189,sao paulo,SP
4721,-23.6428791,-46.7002834,sao paulo,SP
4723,-23.6452419,-46.7035992,são paulo,SP
4789,-23.7088080,-46.7109020,sao paulo,SP
4740,-23.6498465,-46.6944198,sao paulo,SP
4701,-23.6412169,-46.6987096,sao paulo,SP
4733,-23.6366570,-46.6947797,são paulo,SP
4761,-23.6625932,-46.7179832,sao paulo,SP
4760,-23.6618947,-46.7173017,sao paulo,SP
4792,-23.7016049,-46.7025008,sao paulo,SP
4725,-23.6441652,-46.7049512,sao paulo,SP
4744,-23.6575608,-46.7078457,são paulo,SP
4783,-23.6954596,-46.7003884,sao paulo,SP
4786,-23.7036086,-46.7051634,são paulo,SP
4778,-23.6322336,-46.7056466,sao paulo,SP
4779,-23.6602343,-46.7203902,são paulo,SP
4880,-23.7882510,-46.7657302,são paulo,SP
4849,-23.7409740,-46.6701885,são paulo,SP
4850,-23.7462525,-46.6770018,são paulo,SP
4870,-23.7495102,-46.7597252,sao paulo,SP
4836,-23.7429262,-46.7100599,são paulo,SP
4891,-23.8296547,-46.7301741,sao paulo,SP
4884,-23.8115377,-46.7245795,sao paulo,SP
4844,-23.7498181,-46.6987638,sao paulo,SP
4883,-23.8058089,-46.7385328,sao paulo,SP
4856,-23.7724095,-46.6941415,sao paulo,SP
4802,-23.7070980,-46.7019469,sao paulo,SP
4890,-23.8225872,-46.7278483,sao paulo,SP
4812,-23.7119192,-46.6872518,sao paulo,SP
4827,-23.7214033,-46.7005607,sao paulo,SP
4809,-23.7199205,-46.6932086,sao paulo,SP
4843,-23.7402861,-46.6943674,sao paulo,SP
4826,-23.7224983,-46.7059898,sao paulo,SP
4864,-23.7676305,-46.7215017,sao paulo,SP
4848,-23.7344275,-46.6774605,sao paulo,SP
4851,-23.7534450,-46.6692127,sao paulo,SP
4821,-23.7242381,-46.6877866,sao paulo,SP
4810,-23.7130080,-46.6925652,sao paulo,SP
4814,-23.7210909,-46.6722613,são paulo,SP
4896,-23.8563685,-46.7071837,sao paulo,SP
4822,-23.7418546,-46.6827201,sao paulo,SP
4807,-23.7144469,-46.6972855,sao paulo,SP
4842,-23.7442255,-46.6834856,são paulo,SP
4805,-23.7153512,-46.7036805,sao paulo,SP
4852,-23.7652172,-46.6731676,sao paulo,SP
4857,-23.7836170,-46.6831405,sao paulo,SP
4830,-23.7321203,-46.6997919,sao paulo,SP
4816,-23.7045960,-46.6869847,sao paulo,SP
4829,-23.7335356,-46.7116857,sao paulo,SP
4847,-23.7546574,-46.6971785,sao paulo,SP
4888,-23.8309920,-46.7380935,sao paulo,SP
4860,-23.7546388,-46.7132825,sao paulo,SP
4895,-23.8635900,-46.7120308,sao paulo,SP
4820,-23.7346589,-46.6868584,sao paulo,SP
4811,-23.7096502,-46.6925746,sao paulo,SP
4841,-23.7411401,-46.6905087,sao paulo,SP
4866,-23.7883200,-46.7213661,sao paulo,SP
4855,-23.7716282,-46.6815696,sao paulo,SP
4824,-23.7276654,-46.6928098,sao paulo,SP
4858,-23.7731727,-46.7178095,sao paulo,SP
4832,-23.7355369,-46.7169444,sao paulo,SP
4833,-23.7441001,-46.7067498,sao paulo,SP
4815,-23.7068924,-46.6916612,sao paulo,SP
4813,-23.7184054,-46.6854197,sao paulo,SP
4837,-23.7422368,-46.7040551,sao paulo,SP
4867,-23.7919962,-46.7287117,sao paulo,SP
4803,-23.7154917,-46.7121055,são paulo,SP
4853,-23.7750636,-46.6741233,sao paulo,SP
4831,-23.7354855,-46.7125447,sao paulo,SP
4823,-23.7258294,-46.6923199,sao paulo,SP
4808,-23.7141037,-46.7046042,são paulo,SP
4854,-23.5681022,-46.6854843,sao paulo,SP
4835,-23.7382641,-46.7018572,sao paulo,SP
4863,-23.7609182,-46.7071158,sao paulo,SP
4801,-23.7133236,-46.6985138,sao paulo,SP
4872,-23.7897140,-46.6417226,sao paulo,SP
4865,-23.7803410,-46.7119534,sao paulo,SP
